0.2175,-0.37462,-2.2178,1.1089,-1.7
0.2175,-0.54916,-2.2178,1.1089,-1.7
0.20283,-0.61936,-2.0774,1.0387,-1.7
0.18999,-0.69281,-1.9305,0.96525,-1.7
0.17866,-0.7704,-1.7753,0.88766,-1.7
0.1686,-0.85341,-1.6093,0.80465,-1.7
0.094952,-0.81311,-1.6899,0.84496,-1.7
0.064132,-0.73105,-1.854,0.92701,-1.7
0.044089,-0.65016,-2.0158,1.0079,-1.7
0.073551,-0.57621,-2.1637,1.0818,-1.7
0.11964,-0.54369,-2.2288,1.1144,-1.7
0.2175,-0.54916,-2.2178,1.1089,-1.7
0.2175,-0.37462,-2.2178,1.1089,-1.7
-0.034029,-0.65805,-1.651,0.82548,-1.7
-0.034029,-0.83259,-1.651,0.82548,-1.7
-0.093345,-0.83827,-1.6396,0.81979,-1.7
-0.15201,-0.84928,-1.6176,0.80878,-1.7
-0.15866,-0.78726,-1.7416,0.8708,-1.7
-0.16978,-0.69995,-1.9162,0.95812,-1.7
-0.18256,-0.61787,-2.0804,1.0402,-1.7
-0.1837,-0.55315,-2.2098,1.1049,-1.7
-0.12639,-0.53401,-2.2481,1.124,-1.7
-0.043451,-0.54294,-2.2303,1.1151,-1.7
-0.043451,-0.3684,-2.2303,1.1151,-1.7
-0.36945,-0.77149,-1.4241,0.71204,-1.7
-0.36945,-0.94602,-1.4241,0.71204,-1.7
-0.29146,-0.86481,-1.5865,0.79326,-1.7
-0.25555,-0.79701,-1.7221,0.86105,-1.7
-0.26666,-0.6968,-1.9225,0.96127,-1.7
-0.29337,-0.63023,-2.0557,1.0278,-1.7
-0.35877,-0.60823,-2.0997,1.0498,-1.7
-0.46586,-0.64129,-2.0335,1.0168,-1.7
-0.46586,-0.46676,-2.0335,1.0168,-1.7
